sin2(2theta_e4),dm2
1.0,0.1192842792040081
0.7868122111169458,0.13847914989734356
0.5780841555256323,0.17204444238613983
0.45484367262079506,0.20245702107760663
0.4132478418122577,0.2382456812619515
0.3754559842033102,0.2549647361224483
0.3603365869646328,0.32109045327240565
0.4048417179523821,0.39354340259234116
0.3754559842033102,0.4211605820647093
0.3554333192939144,0.46943541113720183
0.26114283348248074,0.5911846133567771
0.23726110494086952,0.7245833749634498
0.1627778869700886,0.8643140560572267
0.12207893061444292,0.8880831053642051
0.10216162982771963,0.963384612747417
0.07767537271966161,1.0309907918267893
0.061115931758889804,1.1184095933486697
0.05514774543540179,1.2808876716572575
0.0632455532033676,1.427707284041629
0.08149090249929865,1.548764097239575
0.10146416860497352,1.6800854458821797
0.10865852812894809,1.7737623588508475
0.10146416860497352,1.898237354703994
0.080382017856059,2.1740056952118976
0.06589927940562937,2.2337918900574
0.05439732439271994,2.593247023387597
0.04079649462073728,2.8515500684495825
0.04646757091176619,3.221811647738853
0.07505986647340131,3.35562325818237
0.09345689781002897,3.591106432725313
0.09281886411449611,4.057396242568868
0.0798332468492218,4.283625423725157
0.0623849415209652,4.40142716858352
0.04646757091176619,4.584231789732419
0.05552682915029246,4.8398358623987825
0.06866435355885181,5.17947467923121
0.0866732601702372,5.17947467923121
0.11015749240495049,5.468267847423318
0.10216162982771963,5.931928071561079
0.08608153861959567,6.348205211745236
0.0755758254268868,6.793694887103351
0.09671345969140215,6.980524740923796
0.14587928290785993,7.075857643061851
0.19991655382100987,7.470387874980948
0.16056289249114433,7.78065574333709
0.11399599656162408,7.78065574333709
0.08433050206847502,8.103809977400784
0.09409931732735054,8.440385787028049
0.13344956671414607,8.555655985488185
0.16615780316657203,8.555655985488185
0.2126301090089749,9.281099120784907
0.17312963428575828,9.666571319605023
0.14789171430604914,9.798587512058267
0.14291186433566458,10.344929623307845
0.2155633802661439,10.6294201283163
0.3364784416270755,11.222087166000716
0.24385237811249055,11.530699922332218
0.2155633802661439,12.009604866148884
0.24721636628445504,12.679227183627857
0.3318998228456148,12.679227183627857
0.44254935373888515,13.027911986321936
0.4104265835224907,13.386185787609461
0.34346507203364796,13.754312289531116
0.2894041717287139,14.132562446059634
0.3411202232923432,15.124324754629138
0.6023400437727934,14.719530632709539
0.7551277344468993,15.540250908216686
0.6319278821572654,16.185684666637755
0.45484367262079506,16.4067322740355
0.7247191734879588,16.4067322740355
0.866009497346405,17.32152624186733
0.7814406150709291,18.04094176803274
0.6406454429108902,18.79023680320106
0.866009497346405,19.04685473276854
0.9931729630398196,19.837928384595525
