sin2(2theta_e4),dm2
0.14536585365853658, 5.790190735694823
0.1902439024390244, 5.762942779291553
0.22341463414634147, 5.762942779291553
0.24585365853658536, 5.722070844686648
0.26439024390243904, 5.708446866485014
0.2809756097560976, 5.6811989100817435
0.2975609756097561, 5.640326975476839
0.3102439024390244, 5.6267029972752045
0.3170731707317073, 5.55858310626703
0.3024390243902439, 5.517711171662126
0.27707317073170734, 5.463215258855586
0.24390243902439024, 5.435967302452316
0.20390243902439023, 5.422343324250681
0.15609756097560976, 5.381471389645776
0.12585365853658537, 5.381471389645776
0.08487804878048781, 5.422343324250681
0.06439024390243903, 5.435967302452316
0.05658536585365854, 5.490463215258855
0.05170731707317073, 5.6267029972752045
0.06341463414634146, 5.708446866485014
0.07707317073170732, 5.776566757493188
0.09073170731707317, 5.790190735694823
0.11414634146341464, 5.831062670299728
