sin2(2theta_e4),dm2
0.09170731707317073, 2.5204359673024523
0.11219512195121951, 2.4931880108991824
0.13073170731707318, 2.4795640326975477
0.1424390243902439, 2.4523160762942777
0.13560975609756099, 2.3841961852861036
0.12585365853658537, 2.343324250681199
0.10829268292682927, 2.343324250681199
0.0975609756097561, 2.316076294277929
0.06536585365853659, 2.343324250681199
0.08292682926829269, 2.329700272479564
0.054634146341463415, 2.4250681198910082
0.06731707317073171, 2.5068119891008176
0.08097560975609756, 2.5204359673024523
